67,G行為,ジーコウイ,RADWIMPS,野田洋次郎,野田洋次郎,
68,ジェニファー山田さん,ジェニファーヤマダサン,RADWIMPS,野田洋次郎,野田洋次郎,
69,実況中継,ジッキョウチュウケイ,RADWIMPS,野田洋次郎,野田洋次郎,
70,自暴自棄自己中心的(思春期)自己依存症の少年,ジボウジキジコチュウシンテキシシュンキジコイゾンノショウネン,RADWIMPS,野田洋次郎,野田洋次郎,
71,人生 出会い,ジンセイデアイ,RADWIMPS,野田洋次郎,野田洋次郎,
72,スパークル [original ver.],スパークルオリジナルバージョン,RADWIMPS,野田洋次郎,野田洋次郎,映画「君の名は。」
73,「ずっと大好きだよ」「ほんと?・・・」,ズットダイスキダヨホント,RADWIMPS,野田洋次郎,野田洋次郎,
74,世界の果て,セカイノハテ,RADWIMPS,野田洋次郎,野田洋次郎,
75,セツナレンサ,セツナレンサ,RADWIMPS,野田洋次郎,野田洋次郎,
76,セプテンバーさん,セプテンバーサン,RADWIMPS,野田洋次郎,野田洋次郎,
77,洗脳,センノウ,RADWIMPS,野田洋次郎,野田洋次郎,
78,前前前世 [original ver.],ゼンゼンゼンセオリジナルバージョン,RADWIMPS,野田洋次郎,野田洋次郎,映画「君の名は。」/主題歌
79,ソクラティックラブ,ソクラティックラブ,RADWIMPS,野田洋次郎,野田洋次郎,
80,そこにある,ソコニアル,RADWIMPS,野田洋次郎,野田洋次郎,
81,そっけない,ソッケナイ,RADWIMPS,野田洋次郎,野田洋次郎,
82,空窓,ソラマド,RADWIMPS,野田洋次郎,野田洋次郎,
83,そりゃ君が好きだから,ソリャキミガスキダカラ,RADWIMPS,野田洋次郎,野田洋次郎,
84,tazuna,タズナ,RADWIMPS,野田洋次郎,野田洋次郎,
85,Tummy,タミー,RADWIMPS,野田洋次郎,野田洋次郎,
86,タユタ,タユタ,RADWIMPS,野田洋次郎,野田洋次郎,
87,大丈夫 (Movie edit),ダイジョウブムービーエディット,RADWIMPS,野田洋次郎,野田洋次郎,映画「天気の子」
88,だいだらぼっち,ダイダラボッチ,RADWIMPS,野田洋次郎,野田洋次郎,
89,DUGOUT,ドーナッツ,RADWIMPS,野田洋次郎,野田洋次郎,
90,DADA,ダダ,RADWIMPS,野田洋次郎,野田洋次郎,
91,トアルハルノヒ,トアルハルノヒ,RADWIMPS,野田洋次郎,野田洋次郎,
92,透明人間18号,トウメイニンゲンジュウハチゴウ,RADWIMPS,野田洋次郎,野田洋次郎,
93,閉じた光,トジタヒカリ,RADWIMPS,野田洋次郎,野田洋次郎,
94,トレモロ,トレモロ,RADWIMPS,野田洋次郎,野田洋次郎,
95,DARMA GRAND PRIX,ドラマグランドプリックス,RADWIMPS,野田洋次郎,野田洋次郎,
96,ドリーマーズ・ハイ,ドリーマーズハイ,RADWIMPS,野田洋次郎,野田洋次郎,
97,泣き出しそうだよ feat.あいみょん,ナキダシソウダヨフィートアイミョン,RADWIMPS/あいみょん,野田洋次郎,野田洋次郎,
98,謎謎,ナゾナゾ,RADWIMPS,野田洋次郎,野田洋次郎,
99,夏のせい,ナツノセイ,RADWIMPS,野田洋次郎,野田洋次郎,Apple Music CMソング
100,七ノ歌,ナナノウタ,RADWIMPS,野田洋次郎,野田洋次郎,
101,何十年後かに「君」と出会っていなかったアナタに向けた歌,ナンジュウネンゴカニキミトデアッテイナカッタアナタニムケタウタ,RADWIMPS,野田洋次郎,野田洋次郎,
102,なんちって,ナンチッテ,RADWIMPS,野田洋次郎,野田洋次郎,
103,なんでもないや (movie ver.),ナンデモナイヤムービーバージョン,RADWIMPS,野田洋次郎,野田洋次郎,映画『君の名は。』
104,25コ目の染色体,ニジュウゴコメノセンショクタイ,RADWIMPS,野田洋次郎,野田洋次郎,
105,にっぽんぽん,ニッポンポン,RADWIMPS,野田洋次郎,野田洋次郎,
106,猫じゃらし,ネコジャラシ,RADWIMPS,野田洋次郎,野田洋次郎,キリンビバレッジ「午後の紅茶」CMソング
107,NEVER EVER ENDER,ネバーエバーエンダー,RADWIMPS,野田洋次郎,野田洋次郎,
108,ノットビコーズ,ノットビコーズ,RADWIMPS,野田洋次郎,野田洋次郎,
109,ハイパーベンチレイション,ハイパーベンチレイション,RADWIMPS,野田洋次郎,野田洋次郎,
110,白日 -10 years ver.-,ハクジツテンイヤーバージョン,RADWIMPS,野田洋次郎,野田洋次郎,
111,針と棘,ハリトトゲ,RADWIMPS,野田洋次郎,野田洋次郎,
112,バイ・マイ・サイ,バイマイサイ,RADWIMPS,野田洋次郎,野田洋次郎,
113,バグッバイ,バグッバイ,RADWIMPS,野田洋次郎,野田洋次郎,
114,バグパイプ,バグパイプ,RADWIMPS,野田洋次郎,野田洋次郎,
115,万歳千唱,バンザイサンショウ,RADWIMPS,野田洋次郎,野田洋次郎,
116,パーフェクトベイビー,パーフェクトベイビー,RADWIMPS,野田洋次郎,野田洋次郎,
117,π,パイ,RADWIMPS,野田洋次郎,野田洋次郎,
118,光,ヒカリ,RADWIMPS,野田洋次郎,野田洋次郎,
119,ヒキコモリロリン,ヒキコモリロリン,RADWIMPS,野田洋次郎,野田洋次郎,
120,ヒトボシ,ヒトボシ,RADWIMPS,野田洋次郎,野田洋次郎,
121,HINOMARU,ヒノマル,RADWIMPS,野田洋次郎,野田洋次郎,
122,ピクニック,ピクニック,RADWIMPS,野田洋次郎,野田洋次郎,トイレのピエタ(映画)/主題歌
123,ふたりごと,フタリゴト,RADWIMPS,野田洋次郎,野田洋次郎,
124,ブリキ,ブリキ,RADWIMPS,野田洋次郎,野田洋次郎,
125,ブレス,ブレス,RADWIMPS,野田洋次郎,野田洋次郎,
126,へっくしゅん,ヘックシュン,RADWIMPS,野田洋次郎,野田洋次郎,
127,HOCUSPOCUS,ホカスポカス,RADWIMPS,野田洋次郎,野田洋次郎,
128,螢,ホタル,RADWIMPS,野田洋次郎,野田洋次郎,
129,棒人間,ボウニンゲン,RADWIMPS,野田洋次郎,野田洋次郎,
130,僕チン,ボクチン,RADWIMPS,野田洋次郎,野田洋次郎,
131,「ぼく」と「僕」,ボクトボク,RADWIMPS,野田洋次郎,野田洋次郎,
132,Mountain Top,マウンテントップ,RADWIMPS,野田洋次郎,野田洋次郎,映画「空海-KU-KAI-美しき王妃の謎」主題歌
133,魔法鏡,マジックミラー,RADWIMPS,野田洋次郎,野田洋次郎,
134,ます。,マス,RADWIMPS,野田洋次郎,野田洋次郎,
135,マニフェスト,マニフェスト,RADWIMPS,野田洋次郎,野田洋次郎,
136,37458,ミナシゴハッチ,RADWIMPS,野田洋次郎,野田洋次郎,
137,me me she,ミーミーシー,RADWIMPS,野田洋次郎,野田洋次郎,
138,メルヘンとグレーテル,メルヘントグレーテル,RADWIMPS,野田洋次郎,野田洋次郎,
139,もしも「みんな一緒に」バージョン,モシモミンナイッショニバージョン,RADWIMPS,野田洋次郎,野田洋次郎,
140,ものもらい,モノモライ,RADWIMPS,野田洋次郎,野田洋次郎,
141,やどかり,ヤドカリ,RADWIMPS,野田洋次郎,野田洋次郎,
142,揶揄,ヤユ,RADWIMPS,野田洋次郎,野田洋次郎,
143,有心論,ユウシンロン,RADWIMPS,野田洋次郎,野田洋次郎,
144,指切りげんまん,ユビキリゲンマン,RADWIMPS,野田洋次郎,野田洋次郎,
145,夢灯籠,ユメトウロウ,RADWIMPS,野田洋次郎,野田洋次郎,映画『君の名は。』
146,夢番地,ユメバンチ,RADWIMPS,野田洋次郎,野田洋次郎,
147,夢見月に何想ふ,ユメミヅキニナニオモフ,RADWIMPS,野田洋次郎,野田洋次郎,
148,夜の淵,ヨルノフチ,RADWIMPS,野田洋次郎,野田洋次郎,
149,4645,ヨロシコ,RADWIMPS,野田洋次郎,野田洋次郎,
150,Lights go out,ライツゴーアウト,RADWIMPS,野田洋次郎,野田洋次郎,
151,Light The Light,ライトザライト,RADWIMPS,野田洋次郎,野田洋次郎,
152,ラストバージン,ラストバージン,RADWIMPS,野田洋次郎,野田洋次郎,
153,ラバボー,ラバボー,RADWIMPS,野田洋次郎,野田洋次郎,
154,ララバイ,ララバイ,RADWIMPS,野田洋次郎,野田洋次郎,
155,リユニオン,リユニオン,RADWIMPS,野田洋次郎,野田洋次郎,
156,縷々,ルイルイ,RADWIMPS,野田洋次郎,野田洋次郎,
157,One man live,ワンマンライブ,RADWIMPS,野田洋次郎,野田洋次郎,
158,ウィーキャン!,ウィーキャン,氣志團ときただにひろし,綾小路翔,西園寺瞳,ワンピース/主題歌
159,compass,コンパス,川嶋あい,川嶋あい,川嶋あい,テーマ/ワンピースエピソードオブアラバスタ砂漠の王女と海賊たち(東映)
160,サヤエンドウ,サヤエンドウ,NEWS,zopp,Shusui,主題歌/アニメ映画 「ワンピース カラクリ城のメカ巨兵」
161,sailing day,セイリングデイ,BUMP OF CHICKEN,藤原基央,藤原基央,主題歌/映画「ワンピース・ザ・ムービー デッドエンドの冒険」
162,TETOTE(YZ ver.),テトテユズバージョン,ゆず,北川悠仁,北川悠仁/CHRYSANTHEMUM BRIDGE,スーパー歌舞伎II(セカンド)『ワンピース』主題歌
163,Destiny,デステニー,大槻マキ,大槻マキ,大槻マキ,ワンピース ハートオブ ゴールド/主題歌
164,4 ever ドーン!!!!!,フォーエバードーン,GReeeeN,GReeeeN,GReeeeN,東京ワンピースタワー テーマソング
165,Black Make Up,ブラックメイクアップ,安室奈美恵,Andreas Oberg/Sigurd Rosnes/XIN_G/TIGER,Andreas Oberg/Sigurd Rosnes/XIN_G,ワンピース～アドベンチャー オブ ネブランディア～(アニメ)/TM
166,まぶしくて,マブシクテ,DASEIN,DASEIN,DASEIN,主題歌/映画「ワンピース 珍獣島のチョッパー王国」
167,夢見る頃を過ぎても,ユメミルコロヲスギテモ,氣志團,綾小路翔,綾小路翔,「ワンピース THE MOVIE オマツリ男爵と秘密の島」主題歌
168,リベレーター,リベレーター,Goodbye holiday,児玉一真,児玉一真,ワンピース エピソード オブ サボ～3兄弟の絆 奇跡の再会と受け継がれる意志～(アニメ)/TM
169,会いたくて,アイタクテ,Ado,みゆはん,みゆはん,映画『かぐや様は告らせたい ~天才たちの恋愛頭脳戦~ ファイナル』挿入歌
170,阿修羅ちゃん,アシュラチャン,Ado,Neru,Neru,テレビ朝日系ドラマ『ドクターX ~外科医・大門未知子~』主題歌
171,うっせぇわ,ウッセェワ,Ado,syudou,syudou,
172,踊,オド,Ado,DECO*27,Giga/TeddyLoid,NHK総合『夜光音楽 ボカロP 5min.』テーマソング
173,過学習,カガクシュウ,Ado,伊根,伊根,
174,ギラギラ,ギラギラ,Ado,てにをは,てにをは,
175,心という名の不可解,ココロトイウナノフカカイ,Ado,まふまふ,まふまふ,カンテレ・フジテレビ系 月10ドラマ『ドクターホワイト』主題歌
176,ドメスティックでバイオレンス,ドメスティックデバイオレンス,Ado,Kanaria,Kanaria,
177,花火,ハナビ,Ado,くじら,くじら,
178,FREEDOM,フリーダム,Ado,jon-YAKITORY,jon-YAKITORY,
179,マザーランド,マザーランド,Ado,煮ル果実,煮ル果実,「TBS系スポーツ2022」テーマソング
180,夜のピエロ,ヨルノピエロ,Ado,biz,biz,ドラマ「初情事まであと1時間」オープニング主題歌
181,ラッキー・ブルート,ラッキーブルート,Ado,柊キライ,柊キライ,
182,レディメイド,レディメイド,Ado,すりぃ,すりぃ,
183,I Hate It,アイヘイトイット,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
184,Acropolis,アクロポリス,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
185,A Song For James,アソングフォージェイムス,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
186,アッシュ,アッシュ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
187,Addicted,アディクテッド,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
188,Under Control,アンダーコントロール,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
189,Insane,インセイン,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
190,Winter,ウィンター,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
191,おやすみ,オヤスミ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
192,Alternative Plans,オルタナティブプランズ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
193,風の日,カゼノヒ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,エンディング(2)/アニメ(OVA)「I'll/CKBC」
194,Gunpowder Valentine,ガンパウダーバレンタイン,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
195,(Can't Remember) How We Used To Be,キャントリメンバーハウウィーユーズドトゥビー,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
196,Can you Feel Like I Do,キャンユーフィールライクアイドゥ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
197,金星,キンセイ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
198,Cuomo,クオモ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
199,Good Morning Kids,グッドモーニングキッズ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
200,高架線,コウカセン,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
201,Surfrider Association,サーフライダーアソシエーション,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
202,Salamander,サラマンダー,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
203,サンタクロース,サンタクロース,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
204,The End of The World-Album Mix-,ジエンドオブザワールドアルバムミックス,ELLEGARDEN,Takeshi Hosomi,Shinichi Ubukata,
205,The Autumn Song,ジオウタムソング,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
206,ジターバグ,ジターバグ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
207,Jamie,ジェイミー,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
208,Supernova,スーパーノヴァ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
209,スターフィッシュ,スターフィッシュ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
210,STUPID,ストゥーピッド,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
211,Stereoman,ステレオマン,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
212,Snake Fighting,スネークファイティング,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
213,Space Sonic,スペースソニック,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
214,Sliding Door,スライディングドア,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
215,So Sad,ソーサッド,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
216,Dancing In A Circle,ダンシングインアサークル,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
217,月,ツキ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
218,TV Maniacs,ティービーマニクス,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
219,ナイフ,ナイフ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
220,No.13,ナンバーサーティーン,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
221,虹,ニジ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
222,New Year's Day,ニューイヤーズデイ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
223,花,ハナ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
224,BBQ Riot Song,バーベキューライオットソング,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
225,バタフライ,バタフライ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
226,Perfect Days,パーフェクトデイズ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
227,PUNK,パンク,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
228,Pizza Man,ピザマン,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
229,Fire Cracker,ファイヤークラッカー,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
230,45,フォーティーファイブ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
231,Bare Foot,ベアフット,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
232,Bored Of Everything,ボードオブエブリシング,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
233,My Favorite Song,マイフェイバリットソング,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
234,My Friend Is Falling Down,マイフレンドイズフォーリングダウン,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
235,My Bloody Holiday,マイブラッディホリデイ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
236,Mouse Molding,マウスモルディングス,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
237,Marie,マリー,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
238,Marry Me,マリーミー,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
239,右手,ミギテ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,エンディング(1)/I'll/CKBC
240,Mr.Feather,ミスターフェザー,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
241,Missing,ミッシング,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
242,Middle of Nowhere,ミドルオブナウヒア,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
243,Make A Wish,マイクアウィッシュ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
244,モンスター,モンスター,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
245,指輪,ユビワ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
246,Lately,レイトゥリー,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
247,Red Hot,レッドホット,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
248,ロストワールド,ロストワールド,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
249,Lonesome,ローンサム,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
250,Wannabies,ワナビーズ,ELLEGARDEN,Takeshi Hosomi,Takeshi Hosomi,
251,愛する人よ,アイスルヒトヨ,コブクロ,小渕健太郎,小渕健太郎,
252,I LOVE YOU,アイラブユー,コブクロ,尾崎豊,尾崎豊,
253,蒼く 優しく,アオクヤサシク,コブクロ,小渕健太郎,小渕健太郎,主題歌/ドリーム☆アゲイン(日本テレビ系)
254,赤い糸,アカイイト,コブクロ,小渕健太郎,小渕健太郎,
255,朝顔,アサガオ,コブクロ,小渕健太郎,小渕健太郎,
256,新しい場所,アタラシイバショ,コブクロ,小渕健太郎,小渕健太郎,
257,あなたへと続く道,アナタヘトツヅクミチ,コブクロ,小渕健太郎,小渕健太郎,テーマ/椿山課長の七日間(松竹)
258,あの太陽が、この世界を照らし続けるように。,アノタイヨウガコノセカイヲテラシツヅケルヨウニ,コブクロ,小渕健太郎,小渕健太郎,テーマ/岳?ガク?(「岳?ガクー」製作委員会)
259,ALONE AGAIN(NATURALLY),アローンアゲインナチュラリー,コブクロ,Raymond O'Sullivan,Raymond O'Sullivan,
260,ANSWER,アンサー,コブクロ,小渕健太郎/黒田俊介,小渕健太郎/黒田俊介,
261,ANSWER,アンサー,コブクロ,槇原敬之,槇原敬之,
262,アンブレラ,アンブレラ,コブクロ,小渕健太郎,小渕健太郎,
263,いつまでも変わらぬ愛を,イツマデモカワヌアイヲ,コブクロ,織田哲郎,織田哲郎,大塚製薬?「ポカリスエット」/CM 土俵ガール!(ドラマ)/主題歌
264,IF IT MAKES YOU HAPPY,イフイットメイクスユーハッピー,コブクロ,Sheryl Crow/Jeffrey Trott,Sheryl Crow/Jeffrey Trott,
265,今、咲き誇る花たちよ,イマサキホコルハナタチヨ,コブクロ,小渕健太郎,小渕健太郎,
266,今と未来を繋ぐもの,イマトミライヲツナグモノ,コブクロ,小渕健太郎,小渕健太郎,CM/西日本電信電話/DENPO115イメージソング
267,INVISIBLE MAN,インビジブルマン,コブクロ,小渕健太郎,小渕健太郎,
268,海に降る雪,ウミニフルユキ,コブクロ,小渕健太郎,小渕健太郎,
269,運命船サラバ号出発,ウンメイセンサラバゴウシュッパツ,コブクロ,川畑アキラ,川畑アキラ,
270,YELL～エール～,エール,コブクロ,小渕健太郎,小渕健太郎,
271,エピローグ,エピローグ,コブクロ,小渕健太郎,小渕健太郎,
272,エンベロープ,エンベロープ,コブクロ,小渕健太郎,小渕健太郎/黒田俊介,ドラマ「リエゾン-こどものこころ診療所-」主題歌
273,Overflow,オーバーフロー,コブクロ,黒田俊介,黒田俊介,
274,Always (laughing with you.),オールウェイズラフィングウィズユー,コブクロ,小渕健太郎,小渕健太郎,
275,大阪SOUL,オオサカソウル,コブクロ,小渕健太郎,小渕健太郎,大阪マラソン新公式テーマソング
276,同じ窓から見てた空,オナジマドカラミテタソラ,コブクロ,小渕健太郎,小渕健太郎,
277,ON MY BEAT,オンマイビート,コブクロ,氷室京介,布袋寅泰,
278,風見鶏,カザミドリ,コブクロ,小渕健太郎,小渕健太郎,CM/ベネッセコーポレーション「進研ゼミ高校講座」
279,風,カゼ,コブクロ,小渕健太郎,小渕健太郎,
280,風の中を,カゼノナカヲ,コブクロ,黒田俊介,小渕健太郎,
281,風をみつめて,カゼヲミツメテ,コブクロ,小渕健太郎,小渕健太郎,ドラマBiz「ハラスメントゲーム」主題歌
282,彼方へ,カナタヘ,コブクロ,小渕健太郎,小渕健太郎,
283,彼女,カノジョ,コブクロ,小渕健太郎,小渕健太郎,
284,神風,カミカゼ,コブクロ,小渕健太郎,小渕健太郎,
285,紙飛行機,カミヒコウキ,コブクロ,小渕健太郎,小渕健太郎,結婚しない/主題歌
286,CALIFORNIA SUN,カリフォルニアサン,コブクロ,Henry Glover/Morris Levy,Henry Glover/Morris Levy,
287,気球に乗って,キキュウニノッテ,コブクロ,MIYA,MIYA,
