3,453,79.22,-1,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/5/8 6:26,2020/5/8 6:26
1,40,31.74,-3,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/5/11 12:18,2020/5/11 12:18
7,312,74.60,+8,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/5/13 1:04,2020/5/13 1:04
1,221,31.70,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/5/14 5:03,2020/5/14 5:03
8,545,98.59,+2,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/5/20 0:09,2020/5/20 0:09
1,221,43.19,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/5/20 3:56,2020/5/20 3:56
2,545,15.08,+6,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/5/23 7:19,2020/5/23 7:19
1,545,72.80,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/5/26 14:54,2020/5/26 14:54
1,241,78.59,-6,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/6/5 21:27,2020/6/5 21:27
1,221,49.31,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/6/14 13:13,2020/6/14 13:13
8,453,57.50,-3,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/6/29 3:49,2020/6/29 3:49
1,545,61.89,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/6/29 19:23,2020/6/29 19:23
9,428,66.69,-8,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/7/1 1:32,2020/7/1 1:32
2,241,96.36,-9,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/7/1 21:59,2020/7/1 21:59
2,312,31.07,-8,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/7/7 21:57,2020/7/7 21:57
3,171,15.82,+2,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/7/16 6:40,2020/7/16 6:40
1,221,32.15,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/7/26 13:30,2020/7/26 13:30
6,171,78.89,+8,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/8/4 6:43,2020/8/4 6:43
8,241,23.90,+4,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/8/15 7:08,2020/8/15 7:08
1,545,74.05,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/8/16 17:55,2020/8/16 17:55
1,40,16.79,-3,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/8/16 21:03,2020/8/16 21:03
1,545,34.51,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/8/19 3:13,2020/8/19 3:13
1,545,76.42,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/8/21 19:04,2020/8/21 19:04
1,221,39.51,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/8/28 8:58,2020/8/28 8:58
1,545,29.19,+8,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/9/25 6:47,2020/9/25 6:47
8,545,22.18,+6,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/9/29 18:42,2020/9/29 18:42
1,312,76.29,+4,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/10/1 6:58,2020/10/1 6:58
9,241,86.42,+4,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/10/6 21:55,2020/10/6 21:55
1,221,24.13,7,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/10/7 6:53,2020/10/7 6:53
4,545,39.28,-2,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/10/8 9:07,2020/10/8 9:07
1,221,48.19,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/10/11 0:57,2020/10/11 0:57
1,40,14.76,-7,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/10/11 23:20,2020/10/11 23:20
7,26,98.57,+6,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/10/18 23:17,2020/10/18 23:17
1,221,69.30,+7,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/10/28 13:15,2020/10/28 13:15
1,545,84.42,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/11/5 10:01,2020/11/5 10:01
1,545,85.10,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/11/7 5:55,2020/11/7 5:55
6,453,87.83,+3,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/11/12 4:42,2020/11/12 4:42
8,241,55.00,-5,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/11/18 9:58,2020/11/18 9:58
7,428,57.52,-5,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/11/23 16:47,2020/11/23 16:47
7,428,62.95,-2,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/11/27 8:05,2020/11/27 8:05
1,221,25.61,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/1 4:45,2020/12/1 4:45
1,221,37.67,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/2 6:20,2020/12/2 6:20
5,428,93.61,-4,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/6 18:06,2020/12/6 18:06
1,221,43.78,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/9 10:31,2020/12/9 10:31
6,312,56.92,-5,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/16 0:00,2020/12/16 0:00
6,312,65.09,-9,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/16 8:11,2020/12/16 8:11
1,171,25.05,+9,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/22 17:13,2020/12/22 17:13
1,40,31.86,-3,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/23 7:44,2020/12/23 7:44
9,545,77.78,-4,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2020/12/31 1:17,2020/12/31 1:17
1,40,54.01,-3,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/1/5 8:19,2021/1/5 8:19
1,545,69.67,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/1/10 19:33,2021/1/10 19:33
3,312,42.52,+7,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/1/11 8:30,2021/1/11 8:30
4,241,36.46,-7,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/1/24 2:48,2021/1/24 2:48
1,221,93.10,-2,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/1/24 5:30,2021/1/24 5:30
1,545,49.41,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/4 15:22,2021/2/4 15:22
1,545,78.42,±0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/6 1:00,2021/2/6 1:00
2,545,21.19,-1,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/7 3:16,2021/2/7 3:16
5,171,52.09,+6,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/7 23:05,2021/2/7 23:05
8,428,88.91,-0,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/10 6:46,2021/2/10 6:46
1,312,12.90,-3,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/14 2:48,2021/2/14 2:48
8,26,42.56,-4,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/15 13:17,2021/2/15 13:17
1,221,66.16,-2,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/16 23:50,2021/2/16 23:50
1,40,53.54,-3,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/18 18:24,2021/2/18 18:24
2,545,56.76,+7,"共有されるコメントです。
コツやポイントが書き込めます。
SampleSampleSampleSampleSampleSampleSampleSampleSampleSample","共有されない自分だけのメモです。
自分用にコツやポイントのメモを取れます。
SampleSampleSampleSampleSampleSampleSampleSampleSample",2021/2/20 8:36,2021/2/20 8:36
